experiment,network,accelerator_configuration,system_config,memory_mode,core_clock,arena_cache_size,sram_bandwidth,dram_bandwidth,on_chip_flash_bandwidth,off_chip_flash_bandwidth,weights_storage_area,feature_map_storage_area,inferences_per_second,batch_size,inference_time,passes_before_fusing,passes_after_fusing,sram_memory_used,dram_memory_used,on_chip_flash_memory_used,off_chip_flash_memory_used,total_original_weights,total_npu_encoded_weights,sram_feature_map_read_bytes,sram_feature_map_write_bytes,sram_weight_read_bytes,sram_weight_write_bytes,sram_total_bytes,dram_feature_map_read_bytes,dram_feature_map_write_bytes,dram_weight_read_bytes,dram_weight_write_bytes,dram_total_bytes,on_chip_flash_feature_map_read_bytes,on_chip_flash_feature_map_write_bytes,on_chip_flash_weight_read_bytes,on_chip_flash_weight_write_bytes,on_chip_flash_total_bytes,off_chip_flash_feature_map_read_bytes,off_chip_flash_feature_map_write_bytes,off_chip_flash_weight_read_bytes,off_chip_flash_weight_write_bytes,off_chip_flash_total_bytes,nn_macs,nn_tops,cycles_npu,cycles_sram_access,cycles_dram_access,cycles_on_chip_flash_access,cycles_off_chip_flash_access,cycles_total
default,mobilenet_v2_1.0_112_quant,Ethos_U65_256,Ethos_U65_High_End,Dedicated_Sram,1000000000.0,384.0,16.0,3.75,16.0,16.0,DRAM,DRAM,685.109768344177,1,0.0014596201166666657,102,2,380.5,2750.9375,0.0,0.0,2558880,2591760,3105491.0,1976631.0,3000173.8666666667,2591216.0,10844711.866666667,40624.0,11.0,2591650.0,0.0,2633419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82416513,0.11292871625832972,1426478.0,317637.75,172439.46666666665,0.0,0.0,1459620.1166666658
