TFLite_operator,NNG Operator,SRAM Usage,Peak%,Op Cycles,Network%,NPU,SRAM AC,DRAM AC,OnFlash AC,OffFlash AC,MAC Count,Network%,Util%,Name
ADD,Add,15680,1.0386747358268593,5880.0,0.11727039981428197,5880.0,2940.0,0.0,0.0,0.0,0,0.0,0.0,functional_2_1/mobilenetv2_1.00_224_1/block_14_add_1/Add
CONV_2D,Conv2DBias,76016,5.035452724401438,153452.0,3.060438332024013,153452.0,20580.0,0.0,0.0,0.0,7526400,2.4772153066628246,19.15908557724891,functional_2_1/mobilenetv2_1.00_224_1/block_15_expand_relu_1/Relu6;functional_2_1/mobilenetv2_1.00_224_1/block_15_expand_BN_1/batchnorm/add_1;functional_2_1/mobilenetv2_1.00_224_1/block_15_expand_1/convolution;functional_2_1/mobilenetv2_1.00_224_1/block_15_expand_BN_1/batchnorm/sub
DEPTHWISE_CONV_2D,DepthwiseConv2DBias,106528,7.056628970546153,23250.0,0.4636967339595333,23250.0,11760.0,0.0,0.0,0.0,423360,0.1393433609997839,7.112903225806452,functional_2_1/mobilenetv2_1.00_224_1/block_15_depthwise_relu_1/Relu6;functional_2_1/mobilenetv2_1.00_224_1/block_15_depthwise_BN_1/batchnorm/add_1;functional_2_1/mobilenetv2_1.00_224_1/block_15_depthwise_BN_1/batchnorm/mul_1;functional_2_1/mobilenetv2_1.00_224_1/block_15_depthwise_1/depthwise;functional_2_1/mobilenetv2_1.00_224_1/block_15_depthwise_BN_1/batchnorm/mul;functional_2_1/mobilenetv2_1.00_224_1/block_15_depthwise_BN_1/batchnorm/sub
CONV_2D,Conv2DBias,176832,11.713707326896376,145112.0,2.894105826164981,145112.0,18620.0,0.0,0.0,0.0,7526400,2.4772153066628246,20.2602128011467,functional_2_1/mobilenetv2_1.00_224_1/block_15_project_BN_1/batchnorm/add_1;functional_2_1/mobilenetv2_1.00_224_1/block_15_project_1/convolution;functional_2_1/mobilenetv2_1.00_224_1/block_15_project_BN_1/batchnorm/sub
ADD,Add,15680,1.0386747358268593,5880.0,0.11727039981428197,5880.0,2940.0,0.0,0.0,0.0,0,0.0,0.0,functional_2_1/mobilenetv2_1.00_224_1/block_15_add_1/Add
CONV_2D,Conv2DBias,76192,5.047111318375004,154620.0,3.0837328604224967,154620.0,20580.0,0.0,0.0,0.0,7526400,2.4772153066628246,19.014357780364765,functional_2_1/mobilenetv2_1.00_224_1/block_16_expand_relu_1/Relu6;functional_2_1/mobilenetv2_1.00_224_1/block_16_expand_BN_1/batchnorm/add_1;functional_2_1/mobilenetv2_1.00_224_1/block_16_expand_1/convolution;functional_2_1/mobilenetv2_1.00_224_1/block_16_expand_BN_1/batchnorm/sub
DEPTHWISE_CONV_2D,DepthwiseConv2DBias,98688,6.537291602632722,23250.0,0.4636967339595333,23250.0,11760.0,0.0,0.0,0.0,423360,0.1393433609997839,7.112903225806452,functional_2_1/mobilenetv2_1.00_224_1/block_16_depthwise_relu_1/Relu6;functional_2_1/mobilenetv2_1.00_224_1/block_16_depthwise_BN_1/batchnorm/add_1;functional_2_1/mobilenetv2_1.00_224_1/block_16_depthwise_BN_1/batchnorm/mul_1;functional_2_1/mobilenetv2_1.00_224_1/block_16_depthwise_1/depthwise;functional_2_1/mobilenetv2_1.00_224_1/block_16_depthwise_BN_1/batchnorm/mul;functional_2_1/mobilenetv2_1.00_224_1/block_16_depthwise_BN_1/batchnorm/sub
CONV_2D,Conv2DBias,172848,11.449799154222001,287211.0,5.728120544397916,287211.0,31360.0,0.0,0.0,0.0,15052800,4.954430613325649,20.472753480890358,functional_2_1/mobilenetv2_1.00_224_1/block_16_project_BN_1/batchnorm/add_1;functional_2_1/mobilenetv2_1.00_224_1/block_16_project_1/convolution;functional_2_1/mobilenetv2_1.00_224_1/block_16_project_BN_1/batchnorm/sub
CONV_2D,Conv2DBias,117840,7.805958601392672,378077.0,7.540347100439505,378077.0,47040.0,0.0,0.0,0.0,20070400,6.605907484434198,20.736516635500177,functional_2_1/mobilenetv2_1.00_224_1/out_relu_1/Relu6;functional_2_1/mobilenetv2_1.00_224_1/Conv_1_bn_1/batchnorm/add_1;functional_2_1/mobilenetv2_1.00_224_1/Conv_1_1/convolution;functional_2_1/mobilenetv2_1.00_224_1/Conv_1_bn_1/batchnorm/sub
MEAN,DepthwiseConv2DBias,85408,5.657597693718137,72416.0,1.4442607607059599,72416.0,8480.0,0.0,0.0,0.0,62720,0.020643460888856872,0.338323022536456,functional_2_1/global_average_pooling2d_1_1/Meanfunctional_2_1/global_average_pooling2d_1_1/Mean_conv_0
MEAN,Mul,6400,0.423948871766065,800.0,0.015955156437317274,800.0,800.0,0.0,0.0,64.0,0,0.0,0.0,functional_2_1/global_average_pooling2d_1_1/Mean_mul
FULLY_CONNECTED,FullyConnected,1792,0.11870568409449819,589168.0,11.750334509826681,87145.0,768.0,0.0,0.0,589168.0,655360,0.21570310153254524,0.4345110392960921,functional_2_1/embedding_layer_1/MatMul;functional_2_1/embedding_layer_1/Add
